word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
champion,'tʃæmpiәn,n. someone who has won first place in a competition\nn. someone who fights for a cause\nv. protect or fight for as a champion\ns. holding first place in a contest,"n. 冠军, 拥护者, 战士\nvt. 保卫, 拥护\na. 优胜的",,4,,gk cet4 cet6 ky toefl ielts gre,1938,2758,s:champions/d:championed/i:championing/p:championed/3:champions,,
championship,'tʃæmpiәnʃip,n. the status of being a champion\nn. a competition at which a champion is chosen,"n. 冠军身份, 冠军称号, 捍卫",,4,,toefl gre,1874,2326,s:championships,,
chance,tʃæns. tʃɑ:ns,n. a risk involving danger\nv. be the case by chance,"n. 机会, 意外, 可能性\nvi. 偶然发生\nvt. 冒险",,5,1,zk gk cet4 ky toefl ielts,617,613,s:chances/p:chanced/d:chanced/i:chancing/3:chances,,
change,tʃeindʒ,n. an event that occurs when something passes from one state or phase to another\nn. a relational difference between states; especially between states before and after some event\nn. the action of changing something\nn. the result of alteration or modification,"n. 变化, 找回的零钱, 找头, 更换\nvt. 改变, 更换, 兑换",,5,1,zk gk,226,306,s:changes/d:changed/i:changing/p:changed/3:changes,,
channel,'tʃænәl,n. a path over which electrical signals can pass\nn. a passage for water (or other fluids) to flow through\nn. a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels\nn. (often plural) a means of communication or access,"n. 海峡, 航道, 频道\nvt. 引导, 在...上挖沟, 形成河道\n[计] 信道, 通道",,4,1,gk cet4 cet6 ky toefl ielts,1617,2518,s:channels/d:channelled/i:channelling/p:channelled/3:channels,,
chaos,'keiɒs,n. a state of extreme confusion and disorder\nn. the formless and disordered state of matter before the creation of the cosmos\nn. (Greek mythology) the most ancient of gods; the personification of the infinity of space preceding creation of the universe\nn. (physics) a dynamical system that is extremely sensitive to its initial conditions,"n. 大混乱, 混沌\n[化] 混沌; 浑沌",,3,,gk cet4 cet6 ky toefl ielts gre,4091,3727,,,
chapter,'tʃæptә,n. a subdivision of a written work; usually numbered and titled\nn. any distinct period in history or in a person's life\nn. a local branch of some fraternity or association\nn. an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,"n. 章, 篇, 重要章节\n[计] 章; 段",,4,1,gk cet4 cet6 ky ielts,593,2976,s:chapters,,
character,'kærәktә,n. the inherent complex of attributes that determines a persons moral and ethical actions and reactions\nn. an actor's portrayal of someone in a play\nn. a person of a specified kind (usually with many eccentricities)\nn. good repute,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符",,4,1,gk cet4 cet6 ky toefl,805,786,s:characters/i:charactering/p:charactered/3:characters/d:charactered,,
characteristic,.kærәktә'ristik,n. a distinguishing quality\nn. the integer part (positive or negative) of the representation of a logarithm; in the expression log 643 = 2.808 the characteristic is 2\nn. any measurable property of a device measured under closely specified conditions\na. typical or distinctive,"n. 特性, 特征, 特色\na. 特性的, 特有的, 有特色的\n[计] 阶; 指数",,3,1,gk cet4 cet6 ky toefl ielts gre,1811,2032,s:characteristics,,
charge,tʃɑ:dʒ,n. an impetuous rush toward someone or something\nn. (criminal law) a pleading describing some wrong or offense\nn. the price charged for some article or service\nn. the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令\nvt. 控诉, 加罪于, 使充满, 使充电, 使承担\nvi. 冲锋, 要价, 收费",,5,1,gk cet4 cet6 ky toefl ielts,675,923,s:charges/d:charged/p:charged/i:charging/3:charges,,
charity,'tʃæriti,n. a foundation created to promote the public good (not for assistance to any particular individuals)\nn. a kindly and lenient attitude toward people\nn. an activity or gift that benefits the public at large\nn. an institution set up to provide help to the needy,"n. 慈悲, 博爱, 慈善团体, 施舍\n[法] 宽大, 宽恕, 慈善机关",,3,1,cet4 cet6 ky toefl ielts gre,2008,3287,s:charities,,
chart,tʃɑ:t,n. a visual display of information\nn. a map designed to assist navigation by air or sea\nv. make a chart of\nv. plan in detail,"n. 图表, 海图\nvt. 制成图表\n[计] 图表",,3,1,gk cet4 cet6 ky toefl ielts,2961,2743,s:charts/i:charting/d:charted/3:charts/p:charted,,
charter,'tʃɑ:tә,n. a document incorporating an institution and specifying its rights; includes the articles of incorporation and the certificate of incorporation\nn. a contract to hire or lease transportation\nv. grant a charter to,"n. 特许状, 执照, 宪章\nvt. 特许, 发给特许执照",,3,,cet6 ky toefl ielts gre,3063,4386,s:charters/d:chartered/p:chartered/i:chartering/3:charters,,
chase,tʃeis,n. United States politician and jurist who served as chief justice of the United States Supreme Court (1808-1873)\nn. a rectangular metal frame used in letterpress printing to hold together the pages or columns of composed type that are printed at one time\nv. go after with the intent to catch\nv. pursue someone sexually or romantically,"n. 追求, 狩猎, 追逐\nvt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石\nvi. 追赶, 奔跑",,3,1,cet4 cet6 ky ielts gre,3378,3312,i:chasing/d:chased/p:chased/3:chases/s:chases,,
chat,tʃæt,n. an informal conversation,"n. 闲谈\nvi. 闲谈, 聊天",,3,1,gk ky toefl ielts,4730,5055,i:chatting/p:chatted/s:chats/d:chatted/3:chats,,
cheap,tʃi:p,a. relatively low in price or charging low prices\ns. embarrassingly stingy,"a. 便宜的, 不值钱的, 可鄙的\nadv. 便宜地",,4,1,zk gk,1389,1930,r:cheaper/t:cheapest,,
check,tʃek,n. a written order directing a bank to pay money\nn. the bill in a restaurant\nn. the act of inspecting or verifying\nn. a mark left after a small piece has been chopped or broken off of something,"n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军\nvt. 检查, 阻止, 核对, 寄存, 托运\nvi. 逐项相符, 开支票\n[计] 复选",,4,1,zk gk toefl ielts gre,997,854,i:checking/d:checked/p:checked/s:checks/3:checks,,
cheer,tʃiә,n. a cry or shout of approval\nv. give encouragement to\nv. show approval or good wishes by shouting\nv. cause (somebody) to feel happier or more cheerful,"n. 愉快, 振奋, 欢呼\nvi. 欢呼, 喝彩, 快活起来\nvt. 使振奋, 欢呼",,3,,zk gk cet4 cet6 ky ielts,5070,4621,s:cheers/i:cheering/d:cheered/p:cheered/3:cheers,,
cheese,tʃi:z,"n. a solid food prepared from the pressed curd of milk\nv. used in the imperative (get away, or stop it)\nv. wind onto a cheese",n. 乳酪\n[化] 干酪,,3,1,zk gk cet4 ky ielts,2717,2104,d:cheesed/0:cheese/i:cheesing/3:cheese/1:3/p:cheesed/s:cheeses,,
chemical,'kemikl,n. material produced by or used in a reaction involving changes in atoms or molecules\na. relating to or used in chemistry\na. of or made from or using substances produced by or used in reactions involving atomic or molecular changes,"n. 化学药品\na. 化学的, 化学上用的",,4,1,gk cet4 cet6 ky,2548,2617,s:chemicals,,
chest,tʃest,n. box with a lid; used for storage; usually large and sturdy,"n. 胸, 胸部, 衣柜, 箱子\n[医] 胸, 胸廓",,3,1,zk gk cet4 cet6 ky toefl ielts,2213,1717,s:chests/p:chested,,
chicken,'tʃikin,n. the flesh of a chicken used for food\nn. a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl\nn. a foolhardy competition; a dangerous activity that is continued until one competitor becomes afraid and stops\ns. easily frightened,"n. 小鸡, 鸡肉",,3,1,zk gk cet4 cet6 ky,3030,1538,s:chickens/p:chickened/d:chickened/i:chickening,,
chief,tʃi:f,s. most important element,"n. 领袖, 酋长, 长官, 主要部分\na. 主要的, 首位的",,5,1,gk cet4 ky toefl ielts,1283,1446,s:chiefs,,
child,tʃaild,n. a young person of either sex\nn. a human offspring (son or daughter) of any age\nn. an immature childish person\nn. a member of a clan or tribe,"n. 孩子, 产物, 追随者\n[医] 儿童",,5,1,zk gk ielts,114,115,s:children,,
childhood,'tʃaildhud,n. the time of person's life when they are a child\nn. the state of a child between infancy and adolescence,n. 孩童时期\n[医] 儿童期,,3,,gk cet4 ky,2746,2107,s:childhoods,,
chip,tʃip,n. a triangular wooden float attached to the end of a log line\nn. a piece of dried bovine dung\nn. a thin crisp slice of potato fried in deep fat\nn. a small disk-shaped counter used to represent money when gambling,"n. 屑片, 薄片, 碎片\nvt. 削, 切, 削成碎片, 使摔倒, 凿\nvi. 削下屑片\n[计] 孔屑; 组件; 晶片; 芯片",,3,1,cet6 ky toefl ielts gre,2397,2159,s:chips/p:chipped/d:chipped/i:chipping/3:chips,,
chocolate,'tʃɒkәlit,n. a food made from roasted ground cacao beans\nn. a medium brown to dark-brown color,n. 巧克力\na. 巧克力制的,,3,1,zk gk cet4 ky ielts,3142,2636,s:chocolates,,
choice,tʃɒis,n. the person or thing chosen or selected\nn. the act of choosing or selecting\ns. of superior grade\ns. appealing to refined taste,"n. 选择, 精选品, 选择权\na. 精选的, 挑三拣四的, 上等的\n[计] DOS内部命令:在批处理文件中\n该命令用于提示用户作出选择, 决定批处理文件的流程",,4,1,zk gk cet4 cet6 ky toefl ielts gre,725,630,s:choices,,
choose,tʃu:z,"v. pick out, select, or choose from a number of alternatives\nv. select as an alternative over another\nv. see fit or proper to act in a certain way; decide to act in a certain way","vt. 选择, 宁愿, 欲\nvi. 作出选择, 愿意\n[计] 选取",,4,1,zk gk cet4 ky toefl,594,600,d:chosen/p:chose/i:choosing/3:chooses,,
chop,tʃɒp,n. the irregular motion of waves (usually caused by wind blowing in a direction opposite to the tide)\nn. a small cut of meat including part of a rib\nn. a jaw\nn. a tennis return made with a downward motion that puts backspin on the ball,"n. 肋条肉, 排骨, 砍, 戳记, 商标\nvt. 剁碎, 砍, 切击, 割断\nvi. 砍, 突然转向",,3,1,cet4 cet6 ky toefl ielts,5669,3964,d:chopped/s:chops/i:chopping/p:chopped/3:chops,,
Christian,'kristʃәn,n. a religious person who believes Jesus is the Christ and who is a member of a Christian denomination\na. relating to or characteristic of Christianity\na. following the teachings or manifesting the qualities or spirit of Jesus Christ,"n. 基督徒, 正派人\na. 基督的, 基督教的",,4,,gk cet4 cet6 ky toefl ielts,22058,1271,s:christians,,
Christmas,'krismәs,"n. period extending from Dec. 24 to Jan. 6\nn. a Christian holiday celebrating the birth of Christ; a quarter day in England, Wales, and Ireland",n. 圣诞节,,4,,zk gk cet4 ky,1142,1232,f:Christmases,,
church,tʃә:tʃ,n. one of the groups of Christians who have their own beliefs and forms of worship\nn. a place for public (especially Christian) worship\nn. the body of people who attend or belong to a particular local church\nv. perform a special church rite or service for,"n. 教堂, 礼拜, 教会\nvt. 使人接受宗教仪式\na. 教堂的",,4,1,zk gk cet4 ky ielts,393,648,s:churches/i:churching/p:churched/3:churches/d:churched,,
cigarette,.sigә'ret,n. finely ground tobacco wrapped in paper; for smoking,"n. 香烟, 纸烟",,3,1,gk cet4,2393,2111,s:cigarettes,,
cinema,'sinәmә,n. a theater where films are shown,"n. 电影院, 电影",,3,1,zk gk ielts,3322,8165,s:cinemas,,
circle,'sә:kl,n. ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point\nn. something approximating the shape of a circle\nn. a curved section or tier of seats in a hall or theater or opera house; usually the first tier above the orchestra\nn. any circular or rotating mechanism,"n. 圆周, 社交圈, 循环, 范围\nvt. 围着, 环绕\nvi. 盘旋, 循环",,4,1,zk gk cet4 cet6 ky toefl ielts,1832,1506,s:circles/p:circled/i:circling/d:circled/3:circles,,
circuit,'sә:kit,n. an electrical device that provides a path for electrical current to flow\nn. an established itinerary of venues or events that a particular group of people travel to\nn. (law) a judicial division of a state or the United States (so-called because originally judges traveled and held court in different locations); one of the twelve groups of states in the United States that is covered by a particular circuit court of appeals\nv. make a circuit,"n. 电路, 环(行)道, 巡回\n[计] 线路; 电路",,3,,gk cet4 cet6 ky toefl ielts gre,2539,4023,s:circuits/d:circuited/i:circuiting/p:circuited/3:circuits,,
circumstance,'sә:kәmstәns,n. a condition that accompanies or influences some event or activity\nn. information that should be kept in mind when making a decision\nn. formal ceremony about important occasions,"n. 环境, 状况, 事件",,3,1,gk cet4 cet6 toefl ielts,905,1780,s:circumstances,,
cite,sait,"n a short note recognizing a source of information or of a quoted passage\nv make reference to\nv commend\nv refer to\nv repeat a passage from\nv refer to for illustration or proof\nv advance evidence for\nv call in an official matter, such as to attend court","vt. 引用, 引证, 表彰\n[建] 引证, 指引",,3,,cet6 ky toefl ielts gre,2993,1932,d:cited/3:cites/i:citing/p:cited,,
citizen,'sitizn,n. a native or naturalized member of a state or other political community,"n. 市民, 公民\n[法] 公民, 国民, 市民",,4,1,gk cet4 cet6 ky,1924,1084,s:citizens,,
city,'siti,n. a large and densely populated urban area; may include several independent administrative districts\nn. an incorporated administrative district established by state charter\nn. people living in a large densely populated municipality,"n. 城市, 市\n[法] 都市, 城市, 市",,4,1,zk gk ielts,331,290,s:cities,,
civil,'sivәl,s. applying to ordinary citizens as contrasted with the military\na. not rude; marked by satisfactory (or especially minimal) adherence to social usages and sufficient but not noteworthy consideration for others\na. of or occurring within the state or between or among citizens of the state\na. of or relating to or befitting citizens as individuals,"a. 市民的, 公民的, 有礼貌的\n[法] 公民的, 国民的, 民用的",,4,1,gk cet4 cet6 ky toefl gre,1158,1050,,,
civil war,,,内战\n[法] 内战,,3,,,0,0,,,
civilian,si'viljәn,n. a nonmilitary citizen\na. associated with civil life or performed by persons who are not active members of the military,"n. 平民, 民法专家\na. 平民的, 百姓的, 民用的",,3,,gk cet4 cet6 ky toefl ielts gre,5055,3219,s:civilians,,
